fuente,source_id,motivo
TM,354295,duplicado_evento
TM,65471,duplicado_evento
TM,65838,duplicado_evento
TM,70567,duplicado_evento
TM,71010,duplicado_evento
TM,73649,duplicado_evento
TM,75078,duplicado_evento
TM,76361,duplicado_evento
TM,80270,duplicado_evento
TM,86289,duplicado_evento
TM,98532,duplicado_evento
TM,107516,duplicado_evento
TM,111486,duplicado_evento
TM,121073,duplicado_evento
TM,128075,duplicado_evento
TM,130150,duplicado_evento
TM,143891,duplicado_evento
TM,144649,duplicado_evento
TM,145646,duplicado_evento
TM,158899,duplicado_evento
TM,177202,duplicado_evento
TM,177254,duplicado_evento
TM,177670,duplicado_evento
TM,180542,duplicado_evento
TM,181324,duplicado_evento
TM,181568,duplicado_evento
TM,191634,duplicado_evento
TM,325461,duplicado_evento
TM,329762,duplicado_evento
TM,332443,duplicado_evento
TM,332485,duplicado_evento
TM,335056,duplicado_evento
TM,335817,duplicado_evento
TM,340509,duplicado_evento
TM,348418,duplicado_evento
TM,348990,duplicado_evento
TM,360583,duplicado_evento
TM,361303,duplicado_evento
TM,66426,duplicado_evento
TM,74325,duplicado_evento
TM,74823,duplicado_evento
TM,90729,duplicado_evento
TM,94409,duplicado_evento
TM,94631,duplicado_evento
TM,95011,duplicado_evento
TM,96961,duplicado_evento
TM,98616,duplicado_evento
TM,104342,duplicado_evento
TM,105106,duplicado_evento
TM,109740,duplicado_evento
TM,113531,duplicado_evento
TM,113969,duplicado_evento
TM,120200,duplicado_evento
TM,125882,duplicado_evento
TM,126859,duplicado_evento
TM,67544,duplicado_evento
TM,70621,duplicado_evento
TM,77945,duplicado_evento
TM,84411,duplicado_evento
TM,93481,duplicado_evento
TM,94558,duplicado_evento
TM,100870,duplicado_evento
TM,102734,duplicado_evento
TM,115278,duplicado_evento
TM,116311,duplicado_evento
TM,120646,duplicado_evento
TM,121943,duplicado_evento
TM,204563,duplicado_evento
TM,209545,duplicado_evento
TM,210437,duplicado_evento
TM,210810,duplicado_evento
TM,212840,duplicado_evento
TM,217055,duplicado_evento
TM,225408,duplicado_evento
TM,232712,duplicado_evento
TM,238680,duplicado_evento
TM,238805,duplicado_evento
TM,240040,duplicado_evento
TM,242587,duplicado_evento
TM,244345,duplicado_evento
TM,251977,duplicado_evento
TM,258429,duplicado_evento
TM,131443,duplicado_evento
TM,134517,duplicado_evento
TM,168447,duplicado_evento
TM,169174,duplicado_evento
TM,169361,duplicado_evento
TM,187582,duplicado_evento
TM,191692,duplicado_evento
TM,192913,duplicado_evento
TM,9411,duplicado_evento
TM,12054,duplicado_evento
TM,16090,duplicado_evento
TM,17033,duplicado_evento
TM,30555,duplicado_evento
TM,35038,duplicado_evento
TM,36643,duplicado_evento
TM,39140,duplicado_evento
TM,44008,duplicado_evento
TM,48849,duplicado_evento
TM,201717,duplicado_evento
TM,212962,duplicado_evento
TM,214137,duplicado_evento
TM,214270,duplicado_evento
TM,218907,duplicado_evento
TM,221274,duplicado_evento
TM,221528,duplicado_evento
TM,231586,duplicado_evento
TM,233512,duplicado_evento
TM,251974,duplicado_evento
TM,256165,duplicado_evento
TM,63771,duplicado_evento
TM,90690,duplicado_evento
TM,101041,duplicado_evento
TM,104359,duplicado_evento
TM,104904,duplicado_evento
TM,105580,duplicado_evento
TM,105708,duplicado_evento
TM,110713,duplicado_evento
TM,113181,duplicado_evento
TM,114155,duplicado_evento
TM,118168,duplicado_evento
TM,124153,duplicado_evento
TM,125525,duplicado_evento
TM,127689,duplicado_evento
TM,323550,duplicado_evento
TM,325815,duplicado_evento
TM,326147,duplicado_evento
TM,329473,duplicado_evento
TM,335102,duplicado_evento
TM,340379,duplicado_evento
TM,349359,duplicado_evento
TM,349376,duplicado_evento
TM,356034,duplicado_evento
TM,357934,duplicado_evento
TM,360705,duplicado_evento
TM,66609,duplicado_evento
TM,67891,duplicado_evento
TM,69564,duplicado_evento
TM,70318,duplicado_evento
TM,73863,duplicado_evento
TM,76219,duplicado_evento
TM,78893,duplicado_evento
TM,83140,duplicado_evento
TM,83260,duplicado_evento
TM,83350,duplicado_evento
TM,85584,duplicado_evento
TM,92050,duplicado_evento
TM,92890,duplicado_evento
TM,101704,duplicado_evento
TM,110324,duplicado_evento
TM,111313,duplicado_evento
TM,117747,duplicado_evento
TM,118137,duplicado_evento
TM,122800,duplicado_evento
TM,125516,duplicado_evento
TM,1758,duplicado_evento
TM,6571,duplicado_evento
TM,11056,duplicado_evento
TM,12743,duplicado_evento
TM,15433,duplicado_evento
TM,17520,duplicado_evento
TM,17813,duplicado_evento
TM,18116,duplicado_evento
TM,22528,duplicado_evento
TM,26545,duplicado_evento
TM,28250,duplicado_evento
TM,30588,duplicado_evento
TM,33539,duplicado_evento
TM,43560,duplicado_evento
TM,59709,duplicado_evento
TM,64621,duplicado_evento
TM,332316,duplicado_evento
TM,334801,duplicado_evento
TM,342592,duplicado_evento
TM,354049,duplicado_evento
TM,355075,duplicado_evento
TM,355126,duplicado_evento
TM,203959,duplicado_evento
TM,207599,duplicado_evento
TM,208567,duplicado_evento
TM,214114,duplicado_evento
TM,215955,duplicado_evento
TM,223446,duplicado_evento
TM,242673,duplicado_evento
TM,243143,duplicado_evento
TM,243414,duplicado_evento
TM,243631,duplicado_evento
TM,251980,duplicado_evento
TM,254769,duplicado_evento
TM,255119,duplicado_evento
TM,255313,duplicado_evento
TM,257792,duplicado_evento
TM,198842,duplicado_evento
TM,200211,duplicado_evento
TM,200561,duplicado_evento
TM,206207,duplicado_evento
TM,206868,duplicado_evento
TM,209283,duplicado_evento
TM,217160,duplicado_evento
TM,218405,duplicado_evento
TM,222831,duplicado_evento
TM,241199,duplicado_evento
TM,251615,duplicado_evento
TM,254928,duplicado_evento
TM,256825,duplicado_evento
TM,257035,duplicado_evento
TM,323535,duplicado_evento
TM,327212,duplicado_evento
TM,327565,duplicado_evento
TM,327782,duplicado_evento
TM,329240,duplicado_evento
TM,340720,duplicado_evento
TM,346143,duplicado_evento
TM,352752,duplicado_evento
TM,359343,duplicado_evento
TM,207471,duplicado_evento
TM,208109,duplicado_evento
TM,208206,duplicado_evento
TM,208792,duplicado_evento
TM,212127,duplicado_evento
TM,233060,duplicado_evento
TM,240794,duplicado_evento
TM,246579,duplicado_evento
TM,251919,duplicado_evento
TM,255516,duplicado_evento
TM,256427,duplicado_evento
TM,260100,duplicado_evento
TM,3225,duplicado_evento
TM,7871,duplicado_evento
TM,39507,duplicado_evento
TM,44047,duplicado_evento
TM,46711,duplicado_evento
TM,47969,duplicado_evento
TM,48142,duplicado_evento
TM,49554,duplicado_evento
TM,52818,duplicado_evento
TM,53920,duplicado_evento
TM,54602,duplicado_evento
TM,59282,duplicado_evento
TM,59521,duplicado_evento
TM,62117,duplicado_evento
TM,62343,duplicado_evento
TM,65614,duplicado_evento
TM,339785,duplicado_evento
TM,343691,duplicado_evento
TM,198110,duplicado_evento
TM,202662,duplicado_evento
TM,203988,duplicado_evento
TM,217828,duplicado_evento
TM,218804,duplicado_evento
TM,220134,duplicado_evento
TM,223372,duplicado_evento
TM,252383,duplicado_evento
TM,256800,duplicado_evento
TM,2179,duplicado_evento
TM,14620,duplicado_evento
TM,27924,duplicado_evento
TM,28543,duplicado_evento
TM,53422,duplicado_evento
TM,272338,duplicado_evento
TM,276227,duplicado_evento
TM,277147,duplicado_evento
TM,283005,duplicado_evento
TM,298956,duplicado_evento
TM,301786,duplicado_evento
TM,305455,duplicado_evento
TM,306174,duplicado_evento
TM,307043,duplicado_evento
TM,308566,duplicado_evento
TM,314674,duplicado_evento
TM,317957,duplicado_evento
TM,132124,duplicado_evento
TM,143372,duplicado_evento
TM,144094,duplicado_evento
TM,146673,duplicado_evento
TM,146867,duplicado_evento
TM,150503,duplicado_evento
TM,153539,duplicado_evento
TM,154805,duplicado_evento
TM,167845,duplicado_evento
TM,171715,duplicado_evento
TM,179927,duplicado_evento
TM,183204,duplicado_evento
TM,189047,duplicado_evento
TM,198094,duplicado_evento
TM,201449,duplicado_evento
TM,202470,duplicado_evento
TM,214067,duplicado_evento
TM,215407,duplicado_evento
TM,226652,duplicado_evento
TM,250186,duplicado_evento
TM,253714,duplicado_evento
TM,255326,duplicado_evento
TM,129776,duplicado_evento
TM,140227,duplicado_evento
TM,149141,duplicado_evento
TM,152232,duplicado_evento
TM,156989,duplicado_evento
TM,158951,duplicado_evento
TM,160669,duplicado_evento
TM,175410,duplicado_evento
TM,193476,duplicado_evento
TM,195493,duplicado_evento
TM,204458,duplicado_evento
TM,210586,duplicado_evento
TM,211888,duplicado_evento
TM,217846,duplicado_evento
TM,223567,duplicado_evento
TM,228835,duplicado_evento
TM,236414,duplicado_evento
TM,249553,duplicado_evento
TM,249932,duplicado_evento
TM,252834,duplicado_evento
TM,256110,duplicado_evento
TM,260107,duplicado_evento
TM,1828,duplicado_evento
TM,2730,duplicado_evento
TM,4528,duplicado_evento
TM,5036,duplicado_evento
TM,7585,duplicado_evento
TM,10008,duplicado_evento
TM,13654,duplicado_evento
TM,16277,duplicado_evento
TM,17169,duplicado_evento
TM,19345,duplicado_evento
TM,20168,duplicado_evento
TM,21056,duplicado_evento
TM,29729,duplicado_evento
TM,32016,duplicado_evento
TM,41963,duplicado_evento
TM,46283,duplicado_evento
TM,49398,duplicado_evento
TM,61682,duplicado_evento
TM,61797,duplicado_evento
TM,69904,duplicado_evento
TM,78730,duplicado_evento
TM,89354,duplicado_evento
TM,93251,duplicado_evento
TM,98392,duplicado_evento
TM,111997,duplicado_evento
TM,114110,duplicado_evento
TM,123399,duplicado_evento
TM,131049,duplicado_evento
TM,132540,duplicado_evento
TM,336100,duplicado_evento
TM,341927,duplicado_evento
TM,351944,duplicado_evento
TM,352857,duplicado_evento
TM,355976,duplicado_evento
TM,356545,duplicado_evento
TM,4663,duplicado_evento
TM,7519,duplicado_evento
TM,17701,duplicado_evento
TM,23572,duplicado_evento
TM,24998,duplicado_evento
TM,25614,duplicado_evento
TM,29645,duplicado_evento
TM,31454,duplicado_evento
TM,32615,duplicado_evento
TM,35617,duplicado_evento
TM,35883,duplicado_evento
TM,47454,duplicado_evento
TM,47595,duplicado_evento
TM,48055,duplicado_evento
TM,51040,duplicado_evento
TM,60841,duplicado_evento
TM,63263,duplicado_evento
TM,64922,duplicado_evento
TM,142474,duplicado_evento
TM,142881,duplicado_evento
TM,144440,duplicado_evento
TM,147137,duplicado_evento
TM,150524,duplicado_evento
TM,156840,duplicado_evento
TM,163138,duplicado_evento
TM,170363,duplicado_evento
TM,173019,duplicado_evento
TM,183363,duplicado_evento
TM,193271,duplicado_evento
TM,195734,duplicado_evento
TM,199230,duplicado_evento
TM,201618,duplicado_evento
TM,282739,duplicado_evento
TM,295744,duplicado_evento
TM,299277,duplicado_evento
TM,303585,duplicado_evento
TM,323779,duplicado_evento
TM,324630,duplicado_evento
TM,330191,duplicado_evento
TM,338857,duplicado_evento
TM,348027,duplicado_evento
TM,356736,duplicado_evento
TM,359365,duplicado_evento
TM,360199,duplicado_evento
TM,361363,duplicado_evento
TM,135788,duplicado_evento
TM,138057,duplicado_evento
TM,177024,duplicado_evento
TM,180993,duplicado_evento
TM,182954,duplicado_evento
TM,183424,duplicado_evento
TM,186052,duplicado_evento
TM,188171,duplicado_evento
TM,189819,duplicado_evento
TM,191013,duplicado_evento
TM,193501,duplicado_evento
TM,198596,duplicado_evento
TM,338977,duplicado_evento
TM,340596,duplicado_evento
TM,345266,duplicado_evento
TM,354926,duplicado_evento
TM,359241,duplicado_evento
TM,131519,duplicado_evento
TM,146946,duplicado_evento
TM,146971,duplicado_evento
TM,150884,duplicado_evento
TM,151033,duplicado_evento
TM,155717,duplicado_evento
TM,159273,duplicado_evento
TM,165233,duplicado_evento
TM,179182,duplicado_evento
TM,187600,duplicado_evento
TM,191622,duplicado_evento
TM,192800,duplicado_evento
TM,196745,duplicado_evento
TM,220865,duplicado_evento
TM,221864,duplicado_evento
TM,225205,duplicado_evento
TM,244917,duplicado_evento
TM,249214,duplicado_evento
TM,249316,duplicado_evento
TM,249641,duplicado_evento
TM,131159,duplicado_evento
TM,135831,duplicado_evento
TM,137016,duplicado_evento
TM,141690,duplicado_evento
TM,144300,duplicado_evento
TM,148261,duplicado_evento
TM,153827,duplicado_evento
TM,155381,duplicado_evento
TM,159703,duplicado_evento
TM,164635,duplicado_evento
TM,165419,duplicado_evento
TM,167222,duplicado_evento
TM,169572,duplicado_evento
TM,174464,duplicado_evento
TM,176371,duplicado_evento
TM,177164,duplicado_evento
TM,179684,duplicado_evento
TM,191455,duplicado_evento
TM,194785,duplicado_evento
TM,70418,duplicado_evento
TM,87196,duplicado_evento
TM,88294,duplicado_evento
TM,95999,duplicado_evento
TM,122555,duplicado_evento
TM,125386,duplicado_evento
TM,127582,duplicado_evento
TM,264334,duplicado_evento
TM,264802,duplicado_evento
TM,269198,duplicado_evento
TM,276362,duplicado_evento
TM,280341,duplicado_evento
TM,280440,duplicado_evento
TM,280448,duplicado_evento
TM,283361,duplicado_evento
TM,308022,duplicado_evento
TM,320821,duplicado_evento
TM,320873,duplicado_evento
TM,323765,duplicado_evento
TM,324849,duplicado_evento
TM,7245,duplicado_evento
TM,15701,duplicado_evento
TM,16320,duplicado_evento
TM,25927,duplicado_evento
TM,26446,duplicado_evento
TM,28285,duplicado_evento
TM,28662,duplicado_evento
TM,32507,duplicado_evento
TM,35551,duplicado_evento
TM,47250,duplicado_evento
TM,49918,duplicado_evento
TM,53828,duplicado_evento
TM,56623,duplicado_evento
TM,258940,duplicado_evento
TM,261183,duplicado_evento
TM,267038,duplicado_evento
TM,267179,duplicado_evento
TM,268712,duplicado_evento
TM,278469,duplicado_evento
TM,278968,duplicado_evento
TM,286435,duplicado_evento
TM,290717,duplicado_evento
TM,308418,duplicado_evento
TM,312592,duplicado_evento
TM,312854,duplicado_evento
TM,313703,duplicado_evento
TM,319971,duplicado_evento
TM,138657,duplicado_evento
TM,140207,duplicado_evento
TM,145067,duplicado_evento
TM,147913,duplicado_evento
TM,149094,duplicado_evento
TM,153309,duplicado_evento
TM,155690,duplicado_evento
TM,158821,duplicado_evento
TM,161675,duplicado_evento
TM,167274,duplicado_evento
TM,167734,duplicado_evento
TM,171180,duplicado_evento
TM,184933,duplicado_evento
TM,185267,duplicado_evento
TM,189729,duplicado_evento
TM,190413,duplicado_evento
TM,195303,duplicado_evento
TM,69286,duplicado_evento
TM,70969,duplicado_evento
TM,74898,duplicado_evento
TM,77703,duplicado_evento
TM,78535,duplicado_evento
TM,89639,duplicado_evento
TM,102923,duplicado_evento
TM,104562,duplicado_evento
TM,110464,duplicado_evento
TM,120198,duplicado_evento
TM,123871,duplicado_evento
TM,125449,duplicado_evento
TM,126476,duplicado_evento
TM,5196,duplicado_evento
TM,5758,duplicado_evento
TM,13730,duplicado_evento
TM,27422,duplicado_evento
TM,29931,duplicado_evento
TM,31003,duplicado_evento
TM,35900,duplicado_evento
TM,39605,duplicado_evento
TM,40669,duplicado_evento
TM,44543,duplicado_evento
TM,49246,duplicado_evento
TM,52433,duplicado_evento
TM,59466,duplicado_evento
TM,62610,duplicado_evento
TM,265156,duplicado_evento
TM,275684,duplicado_evento
TM,280124,duplicado_evento
TM,288615,duplicado_evento
TM,289947,duplicado_evento
TM,291406,duplicado_evento
TM,292858,duplicado_evento
TM,310081,duplicado_evento
TM,312406,duplicado_evento
TM,318936,duplicado_evento
TM,319222,duplicado_evento
TM,321744,duplicado_evento
TM,325867,duplicado_evento
TM,195624,duplicado_evento
TM,200658,duplicado_evento
TM,206254,duplicado_evento
TM,210413,duplicado_evento
TM,214260,duplicado_evento
TM,224707,duplicado_evento
TM,224846,duplicado_evento
TM,243369,duplicado_evento
TM,244747,duplicado_evento
TM,253578,duplicado_evento
TM,70855,duplicado_evento
TM,79779,duplicado_evento
TM,80692,duplicado_evento
TM,84361,duplicado_evento
TM,85536,duplicado_evento
TM,90620,duplicado_evento
TM,92274,duplicado_evento
TM,92947,duplicado_evento
TM,100538,duplicado_evento
TM,108491,duplicado_evento
TM,110186,duplicado_evento
TM,110491,duplicado_evento
TM,112545,duplicado_evento
TM,117215,duplicado_evento
TM,121653,duplicado_evento
TM,127620,duplicado_evento
TM,133375,duplicado_evento
TM,1037,duplicado_evento
TM,4953,duplicado_evento
TM,12676,duplicado_evento
TM,14443,duplicado_evento
TM,15826,duplicado_evento
TM,21049,duplicado_evento
TM,21918,duplicado_evento
TM,29372,duplicado_evento
TM,56909,duplicado_evento
TM,195329,duplicado_evento
TM,198483,duplicado_evento
TM,199464,duplicado_evento
TM,199972,duplicado_evento
TM,200538,duplicado_evento
TM,202664,duplicado_evento
TM,204173,duplicado_evento
TM,219850,duplicado_evento
TM,222272,duplicado_evento
TM,227418,duplicado_evento
TM,234026,duplicado_evento
TM,243150,duplicado_evento
TM,243409,duplicado_evento
TM,245375,duplicado_evento
TM,256609,duplicado_evento
TM,258575,duplicado_evento
TM,269354,duplicado_evento
TM,270764,duplicado_evento
TM,273072,duplicado_evento
TM,277573,duplicado_evento
TM,279379,duplicado_evento
TM,280612,duplicado_evento
TM,286326,duplicado_evento
TM,290727,duplicado_evento
TM,293355,duplicado_evento
TM,293453,duplicado_evento
TM,295344,duplicado_evento
TM,313682,duplicado_evento
TM,318952,duplicado_evento
TM,319682,duplicado_evento
TM,331937,duplicado_evento
TM,339494,duplicado_evento
TM,344333,duplicado_evento
TM,344522,duplicado_evento
TM,360368,duplicado_evento
TM,275099,duplicado_evento
TM,277203,duplicado_evento
TM,277216,duplicado_evento
TM,278853,duplicado_evento
TM,290518,duplicado_evento
TM,298158,duplicado_evento
